2020 01 01 09 14 07  90 031E 1979 1972 1179 1171  831  830
2020 01 01 09 16 23  95 031E 1678 1676  826  834  448  457
2020 01 01 10 23 34  95 031E 1548 1550  767  776  427  422
2020 01 01 12 06 24  90 031E 1670 1669 1003  997  722  719
2020 01 01 12 08 36  95 031E 1456 1454  701  725  387  399
2020 01 01 13 34 32  90 031E 1660 1659  996  986  722  729
2020 01 01 13 36 56  92 031E 1421 1419  686  686  373  370
2020 01 01 15 15 12  92 031E 1453 1452  701  703  379  380
2020 01 01 15 19 00  90  031E 1683 1686 1001 1004  719  721
2020 01 01 21 09 19  90 031E 2673 2678 1621 1617 1120 1121
2020 01 01 21 12 27  22 031E 1113 1113 1116  597  596    0
2020 01 02 00 20 33  25 031E 1444 1446 1446  806  807    0
2020 01 02 00 25 25  20 031E 2351 2299 2265 1621 1585    0
2020 01 02 12 19 07  92 031E 1466 1468  710  708  384  384
2020 01 02 12 26 01  90 031E 1696 1698 1005 1015  725  736
2020 01 02 13 24 14  92 031E 1446 1444  696  696  377  377
2020 01 02 13 27 35  90 031E 1661 1662  990 1000  710  717
2020 01 02 15 12 17  95 031E 1494 1490  734  716  412  391
2020 01 02 17 58 39  95 031E 1774 1773  919  920  530  531
2020 01 02 20 55 59  95 031E 2227 2230 1184 1191  661  662
2020 01 03 00 24 48  25 031E 1585 1583 1588  895  898    0
2020 01 03 09 22 00  95 031E 1809 1806  939  935  541  541
2020 01 03 12 15 06  95 031E 1575 1576  816  817  485  485
2020 01 03 15 03 09  95 031E 1558 1562  807  809  477  479
2020 01 03 18 00 57  95 031E 1779 1779  918  920  530  529
2020 01 03 21 10 38  95 031E 2255 2256 1196 1213  659  665
2020 01 03 23 50 35  25 031E 1514 1512 1512  846  846    0
2020 01 04 09 31 01  90 031E 1973 1970 1174 1174  827  826
2020 01 04 09 34 35  94 031E 1672 1668  823  821  439  439
2020 01 04 11 56 01  94 031E 1530 1525  773  776  445  452
2020 01 04 13 40 37  95 031E 1530 1520  793  788  472  469
2020 01 04 15 10 02  90 031E 1728 1727 1026 1020  740  730
2020 01 04 15 13 01  92 031E 1487 1490  723  721  391  390
2020 01 04 18 17 40  95 031E 1756 1760  875  885  463  465
